MAG	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
M_DeepCast_200m_mx_001	1202.09	1977.59	1729.29	1579.19	1232.17	3054.68	1207.92	5148.58	3532.85	22.54	2860.81	64.03	3604.97	2359.28	984.35	1173.69	2464.59	949.90	689.23	3673.20	794.01	2151.08	1741.83	1931.93
M_DeepCast_100m_mx_312	199.73	604.77	292.68	542.52	621.11	0.07	0.44	0.01	0.00	0.11	0.00	0.05	0.01	54.75	614.24	627.85	0.02	0.07	8.94	0.01	0.02	0.02	0.01	0.02
K_Offshore_120m_m1_195	729.84	598.65	602.19	750.70	506.93	1276.44	541.38	1478.75	1143.68	302.27	1496.09	531.03	1265.05	1126.91	460.17	1057.12	1287.59	674.93	482.60	1865.88	1356.64	1596.27	2346.22	1930.69
M_DeepCast_100m_m1_067	304.34	484.82	451.19	397.50	304.59	766.85	311.55	1266.04	793.72	4.81	733.26	11.38	778.60	403.63	177.37	203.99	410.65	163.92	122.62	506.30	117.58	333.39	284.23	248.40
M_DeepCast_200m_m2_041	647.36	404.90	373.98	414.66	300.21	1418.20	236.11	1625.99	985.78	140.13	2415.35	261.79	1697.59	966.10	320.99	460.58	792.44	328.81	173.91	1334.56	1078.73	1361.13	1370.71	1289.64
M_surface_10_m2_136	490.97	322.51	340.18	439.26	269.85	1024.63	267.79	1135.51	824.90	68.42	1440.62	166.39	1091.12	815.00	249.84	578.43	807.59	287.66	194.33	1249.20	1167.12	1239.91	1456.61	1349.01
K_Offshore_80m_m1_039	410.38	322.28	235.33	130.97	237.64	7.15	826.83	1.56	0.90	2033.91	7.33	1254.74	4.14	430.28	193.52	267.09	25.15	1652.92	863.37	2.22	3.55	0.36	2.38	4.51
K_DeepCast_35m_m2_037	290.25	287.77	236.78	298.27	201.77	492.87	286.54	597.30	482.47	125.50	597.38	164.10	488.37	349.68	193.93	259.52	323.49	187.72	160.78	326.29	137.76	285.43	417.90	227.74
K_Offshore_80m_m1_031	381.66	270.93	289.61	354.39	228.13	614.18	271.95	762.21	531.31	163.34	719.28	278.00	604.85	544.01	202.98	472.04	605.02	343.83	244.96	896.05	646.65	770.73	1211.15	937.10
K_DeepCast_100m_mx_034	301.80	263.11	194.71	127.47	214.85	80.39	422.81	62.49	29.62	1314.85	92.45	1565.12	62.49	432.84	237.21	352.14	163.36	888.11	510.05	42.14	45.59	24.97	89.66	97.25
K_Offshore_0m_mx_139	445.92	261.20	297.15	315.88	179.39	1173.93	261.05	935.14	493.75	27.11	783.84	62.88	1022.09	554.45	318.87	274.51	445.88	177.86	109.96	682.70	629.51	555.66	555.82	639.76
M_surface_7_m2_239	263.17	191.68	203.32	241.41	167.22	468.50	142.41	563.46	415.16	86.96	688.60	229.47	522.16	368.40	132.75	282.42	437.48	169.64	108.52	587.88	429.74	482.59	688.95	588.44
M_DeepCast_100m_m2_072	202.10	188.90	179.07	224.61	128.61	351.31	170.95	435.39	221.36	13.89	307.80	27.40	230.17	242.51	112.50	192.33	266.64	126.82	94.78	372.28	290.69	295.72	441.59	466.61
M_DeepCast_65m_m2_268	1253.55	165.76	500.68	87.95	185.96	0.11	3.28	0.02	0.01	0.83	0.01	0.01	0.01	324.89	73.21	38.44	0.02	0.03	34.88	0.01	0.02	0.02	0.02	0.03
K_DeepCast_0m_m1_227	129.56	157.06	132.31	175.54	111.44	251.39	102.01	315.49	145.35	26.09	215.60	82.56	216.16	165.65	76.31	166.71	210.97	88.94	69.46	282.31	184.19	236.26	368.11	267.02
K_DeepCast_150m_m2_250	1127.95	154.84	393.44	99.79	180.55	0.36	25.38	0.29	0.24	35.95	0.28	0.52	0.29	332.14	196.43	119.39	0.23	1.35	1030.66	0.32	0.28	0.41	0.35	0.29
K_DeepCast_0m_m2_222	317.81	153.53	209.00	198.98	132.29	609.01	219.71	660.69	175.63	8.56	356.35	13.06	354.58	264.01	105.83	119.37	243.28	108.98	86.96	520.10	520.74	510.26	520.36	746.88
K_DeepCast_35m_m2_155	90.51	151.65	131.73	115.25	96.33	248.71	95.75	393.38	359.53	2.04	330.53	4.18	358.18	158.59	67.31	84.15	172.27	61.37	47.97	249.13	65.71	174.99	132.93	127.62
K_Offshore_surface_mx_210	132.34	130.04	116.03	126.69	97.24	302.99	93.46	350.46	448.04	22.59	613.12	37.05	417.00	215.91	85.05	128.90	211.80	80.93	51.69	304.44	153.48	305.93	282.59	205.52
M_DeepCast_65m_mx_236	104.33	122.86	90.31	79.62	89.57	69.94	308.19	78.10	59.59	480.56	81.94	562.18	66.50	117.31	79.36	107.27	61.29	295.44	307.65	60.19	38.29	51.31	78.35	58.00
K_DeepCast_35m_m1_018	127.70	109.33	105.45	129.40	72.94	236.74	90.27	273.89	208.98	3.06	288.07	6.22	293.84	183.70	84.34	108.76	186.47	84.29	58.43	327.58	173.72	323.86	312.43	275.73
K_DeepCast_100m_m1_199	77.16	107.96	82.40	116.06	131.39	0.02	0.22	0.01	0.00	0.19	0.00	0.01	0.01	22.49	124.00	144.35	0.01	0.01	6.14	0.01	0.01	0.02	0.01	0.01
K_DeepCast_0m_m1_088	60.07	103.20	88.89	80.96	65.46	168.89	61.69	252.72	184.73	1.65	155.09	6.06	199.01	193.15	93.19	92.78	211.21	73.04	57.00	334.20	70.60	181.05	143.93	188.70
K_DeepCast_65m_m2_129	60.42	100.73	69.76	52.57	74.70	6.76	283.71	6.01	2.40	362.29	5.78	413.65	3.97	83.73	61.42	85.14	11.74	393.18	317.20	2.91	3.82	2.22	4.34	6.71
K_DeepCast_100m_mx_276	111.96	97.39	100.87	104.41	119.39	0.04	14.01	0.00	0.01	12.61	0.03	6.31	0.02	36.62	115.46	118.71	0.16	14.24	19.18	0.05	0.04	0.11	0.05	0.02
K_DeepCast_250m_m2_317	31.69	95.10	46.02	78.19	87.95	0.01	0.07	0.01	0.00	0.02	0.00	0.01	0.01	8.97	100.89	114.01	0.01	0.02	1.24	0.01	0.01	0.01	0.01	0.01
K_DeepCast_250m_m1_045	4.03	95.06	15.73	79.36	133.20	0.01	0.02	0.00	0.00	0.01	0.00	0.00	0.00	1.17	57.00	117.85	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00
K_DeepCast_65m_m2_221	110.03	88.18	81.18	65.25	71.33	54.64	233.77	55.54	41.51	463.75	75.49	376.41	56.94	129.86	63.38	114.40	48.68	430.75	343.16	63.49	62.47	63.21	72.42	74.53
K_Offshore_0m_mx_037	57.44	84.93	75.19	70.09	53.55	142.31	52.59	220.67	205.23	2.24	172.49	4.36	212.06	104.51	47.39	53.46	107.46	41.03	30.32	167.69	51.98	108.21	86.49	89.97
M_surface_8_m2_026	78.05	76.25	75.00	94.96	66.07	157.15	51.47	195.06	123.87	11.61	185.15	30.45	157.46	148.46	54.71	142.23	193.43	72.12	53.42	257.48	180.55	210.83	306.71	268.19
M_surface_9_m1_013	123.72	75.29	95.74	102.43	62.87	237.40	84.63	256.52	190.57	2.47	291.69	3.17	232.34	138.12	60.86	86.29	138.15	62.35	49.16	285.56	239.79	293.19	328.18	373.56
M_surface_9_m2_080	103.19	75.28	74.77	99.60	62.79	225.99	58.98	238.71	172.70	20.27	291.46	51.66	210.35	197.33	61.53	148.90	194.65	69.75	46.90	255.64	263.45	248.66	290.12	310.31
K_DeepCast_300m_m2_256	38.50	69.31	20.97	31.71	54.80	73.83	14.25	59.55	16.52	3.39	39.67	7.73	44.41	53.31	37.60	70.04	39.21	12.72	7.98	103.23	184.30	90.46	80.58	88.60
K_DeepCast_150m_m2_101	39.45	69.26	59.79	54.82	43.85	112.33	40.08	162.21	114.83	1.39	89.63	5.80	125.43	179.04	89.34	84.15	200.92	67.31	53.85	328.21	64.55	167.34	138.70	188.37
K_Offshore_80m_m2_121	90.36	68.99	49.67	28.75	48.84	1.29	204.48	0.66	0.24	338.40	0.81	196.99	0.55	67.07	45.89	56.74	6.25	284.54	312.26	0.56	0.67	0.18	0.91	0.92
M_surface_8_m2_185	95.14	67.98	76.83	75.42	49.61	182.77	48.89	252.82	117.71	116.66	332.80	174.56	231.81	153.44	43.57	73.63	123.33	95.89	37.44	222.35	152.34	196.80	200.15	201.75
M_surface_10_m1_294	84.85	66.77	66.61	88.47	50.71	153.63	76.97	167.87	103.85	10.47	164.23	13.75	115.03	73.31	38.56	47.22	61.83	31.13	20.84	70.46	26.00	57.26	55.72	49.21
M_DeepCast_50m_m1_018	65.80	65.38	51.74	37.99	53.24	18.81	245.04	18.55	5.18	202.26	10.90	175.29	10.29	57.29	42.44	47.90	10.92	275.85	205.29	15.29	15.43	15.21	15.27	22.52
K_DeepCast_100m_m2_118	121.03	64.73	104.17	116.51	111.93	0.04	0.45	0.01	0.00	0.25	0.01	0.01	0.02	28.71	132.89	96.27	0.01	0.01	22.60	0.01	0.03	0.04	0.02	0.02
M_surface_10_m2_188	62.17	60.63	58.52	82.89	49.27	110.41	43.26	141.63	94.15	5.67	142.03	12.25	120.86	87.12	40.69	101.18	137.56	50.60	36.72	195.93	140.42	152.77	271.81	189.09
K_Offshore_80m_m2_203	76.94	60.37	44.04	24.63	44.14	1.31	159.27	0.22	0.14	389.08	1.30	228.27	0.75	80.16	36.17	49.07	4.54	311.15	156.84	0.36	0.54	0.04	0.34	0.66
M_DeepCast_100m_m1_014	40.89	58.94	44.99	29.53	39.97	1.65	242.11	1.44	0.57	297.46	1.53	245.02	0.94	34.84	31.83	41.11	3.68	255.38	132.46	1.08	1.42	1.70	1.38	1.55
K_DeepCast_1200m_m2_283	537.89	58.43	259.03	44.51	84.21	0.10	1.13	0.01	0.01	0.08	0.01	0.01	0.01	143.79	81.66	21.55	0.01	0.01	7.84	0.01	0.01	0.01	0.01	0.01
K_DeepCast_35m_m2_191	55.49	57.05	46.58	51.25	37.23	100.46	63.00	111.18	59.51	76.59	79.91	103.63	60.01	83.24	69.50	78.52	73.78	61.66	38.37	72.61	33.60	47.30	82.73	57.98
K_DeepCast_250m_m2_302	63.32	56.11	54.84	59.37	76.64	0.01	0.15	0.00	0.00	0.08	0.00	0.00	0.00	18.45	69.95	75.82	0.00	0.01	2.52	0.01	0.01	0.02	0.01	0.00
K_DeepCast_250m_m1_110	12.67	53.93	20.31	46.88	50.25	0.03	0.34	0.02	0.02	0.46	0.02	0.49	0.02	3.32	45.18	73.55	0.04	0.30	2.35	0.02	0.03	0.05	0.02	0.02
K_DeepCast_35m_m2_259	29.64	53.83	35.51	30.27	41.69	11.44	128.70	11.08	3.90	180.09	7.97	227.36	5.51	45.68	36.13	51.68	11.83	200.16	129.38	4.31	4.94	3.24	6.71	8.66
M_DeepCast_50m_m2_117	61.14	49.28	43.69	33.17	42.58	24.21	130.15	25.77	15.22	225.44	29.09	315.82	21.75	63.44	36.59	57.92	27.14	212.17	177.37	23.77	21.78	18.98	30.53	31.68
M_DeepCast_50m_m2_151	27.61	49.26	29.69	21.48	35.35	2.05	143.78	0.35	0.08	285.29	0.68	197.68	0.35	46.89	33.24	50.90	9.36	227.46	90.54	0.36	0.90	0.07	1.53	0.62
K_DeepCast_1200m_m2_191	73.24	47.42	61.39	40.68	53.96	0.03	0.44	0.03	0.02	0.48	0.01	0.10	0.02	19.64	45.48	55.68	0.02	0.14	12.26	0.03	0.01	0.03	0.01	0.01
K_Offshore_40m_m1_049	96.04	46.91	50.93	58.33	36.27	184.52	39.51	224.52	96.09	4.81	158.00	12.74	170.66	120.69	44.15	51.96	96.75	36.88	23.50	254.70	170.57	239.36	222.71	241.41
M_DeepCast_400m_m2_207	2.00	45.61	4.45	21.73	41.57	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.49	17.14	60.72	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_176	230.98	44.44	109.22	67.88	61.26	0.02	1.39	0.00	0.00	1.27	0.00	0.01	0.00	55.10	80.14	46.71	0.01	0.15	60.98	0.00	0.06	0.04	0.00	0.01
K_DeepCast_100m_m2_150	89.63	44.40	58.62	66.46	37.54	152.41	56.69	166.38	54.42	0.54	86.44	0.81	91.31	54.28	24.83	32.04	47.66	18.61	14.29	72.69	75.06	89.36	69.51	155.23
M_DeepCast_50m_m2_218	52.67	42.50	47.40	49.27	29.88	82.68	41.82	96.19	104.72	4.93	137.58	13.12	114.88	57.61	31.39	42.73	68.12	34.76	25.66	104.41	97.02	97.66	134.76	131.43
K_DeepCast_35m_m1_286	38.90	42.28	35.89	36.68	26.85	84.80	28.94	125.51	67.85	7.28	82.48	9.23	66.86	48.09	28.18	27.86	47.45	22.27	18.05	36.96	15.97	34.69	35.65	28.84
K_Offshore_80m_m2_224	56.49	42.24	44.62	48.03	27.99	137.84	40.69	143.07	34.32	8.45	59.32	26.01	61.86	84.44	36.40	41.29	75.92	32.59	26.69	103.95	92.62	96.92	105.81	149.65
M_DeepCast_100m_m2_214	60.03	42.13	42.36	54.75	28.43	118.06	35.84	123.35	38.64	4.45	55.22	12.59	56.54	80.89	43.53	51.89	73.93	32.51	23.39	106.45	54.64	101.04	110.58	107.33
M_surface_9_mx_199	73.32	41.54	50.17	67.06	32.75	132.70	47.14	125.63	21.95	3.44	122.18	47.53	81.73	93.86	62.24	44.32	103.18	29.55	31.23	127.25	263.68	177.91	137.44	405.53
K_DeepCast_150m_m1_110	30.60	41.50	42.69	51.96	61.69	0.02	0.09	0.02	0.01	0.06	0.01	0.01	0.01	10.05	58.40	55.98	0.01	0.01	1.54	0.02	0.01	0.02	0.01	0.01
M_DeepCast_65m_m2_224	21.76	41.41	26.06	16.62	25.99	4.10	137.18	3.37	0.82	162.89	2.64	213.62	1.45	30.39	23.22	28.07	5.71	155.57	109.75	1.10	1.35	0.63	1.80	2.27
K_Offshore_80m_m2_029	16.87	41.14	23.79	18.09	22.75	13.06	91.16	14.60	5.51	103.80	9.32	119.39	8.53	37.78	33.71	35.69	22.24	89.71	68.00	4.93	2.31	2.82	10.20	5.00
K_DeepCast_250m_m2_231	1.66	40.82	6.39	25.00	41.56	0.00	0.03	0.00	0.00	0.02	0.00	0.02	0.00	0.53	24.71	47.17	0.00	0.01	0.21	0.00	0.00	0.01	0.00	0.00
K_Offshore_80m_m2_040	24.16	37.50	26.58	21.86	31.16	10.32	70.42	8.51	4.71	276.81	10.21	321.25	7.84	53.18	39.84	65.91	35.28	157.19	71.13	6.72	6.66	2.61	17.51	10.82
M_DeepCast_400m_m1_028	20.36	36.96	18.07	40.61	52.05	0.01	0.04	0.00	0.01	0.01	0.00	0.01	0.00	4.51	37.94	76.78	0.00	0.02	0.50	0.01	0.01	0.03	0.01	0.01
K_DeepCast_100m_m1_112	28.04	36.15	33.12	34.18	38.83	0.01	0.05	0.00	0.00	0.01	0.00	0.00	0.00	6.86	46.34	41.93	0.00	0.00	0.80	0.00	0.00	0.00	0.00	0.00
M_DeepCast_200m_mx_194	8.02	34.80	15.50	40.55	42.89	0.01	0.04	0.00	0.00	0.02	0.00	0.00	0.00	2.11	46.72	47.67	0.00	0.01	0.36	0.01	0.01	0.00	0.00	0.00
K_Offshore_0m_m1_007	41.91	34.44	33.70	49.64	28.33	95.64	25.61	91.60	49.91	6.36	89.46	17.39	80.55	78.88	26.71	75.31	88.78	34.62	23.02	113.32	120.10	110.77	165.24	131.88
M_surface_9_m2_112	34.13	33.66	27.06	36.59	21.20	46.04	25.68	81.57	84.27	2.87	82.80	2.73	64.92	23.53	14.18	22.92	24.85	10.07	9.08	50.15	31.54	43.02	69.42	39.04
K_Offshore_80m_m1_206	79.01	33.65	30.15	19.03	25.73	0.35	125.68	0.16	0.12	109.74	0.33	58.38	0.22	28.69	19.72	23.71	0.88	101.37	198.85	0.20	0.37	0.31	0.25	0.25
M_DeepCast_50m_m2_018	48.87	32.53	42.37	32.31	29.36	8.22	181.79	2.49	0.58	330.90	2.13	562.42	1.55	40.32	48.35	40.19	6.25	152.22	102.95	0.57	1.00	0.26	1.62	1.25
M_surface_10_mx_236	59.36	32.25	45.97	44.35	26.04	133.80	61.32	88.19	31.13	25.36	81.80	51.13	100.12	80.38	54.40	49.71	76.55	28.06	18.82	110.44	262.73	185.19	110.19	184.98
K_DeepCast_100m_m2_152	23.02	31.32	26.75	32.78	33.87	0.00	0.05	0.00	0.00	0.01	0.00	0.00	0.00	5.58	40.98	41.58	0.00	0.00	0.63	0.00	0.00	0.00	0.00	0.00
K_DeepCast_250m_m1_077	5.00	31.19	13.90	24.75	43.07	0.00	0.04	0.00	0.00	0.02	0.00	0.01	0.00	2.75	26.54	23.70	0.00	0.01	0.76	0.00	0.00	0.01	0.00	0.00
K_DeepCast_35m_m1_052	35.03	30.46	31.84	36.62	22.52	77.12	30.96	75.90	5.18	0.39	13.14	0.27	10.13	45.01	17.98	28.08	44.02	21.38	14.55	58.50	46.27	64.58	62.95	99.53
K_DeepCast_0m_m1_144	29.35	30.04	27.08	29.47	17.99	86.03	25.02	61.12	57.96	0.52	63.73	0.95	76.06	33.43	26.09	29.78	34.71	13.81	13.88	40.70	18.09	28.09	39.51	26.47
M_DeepCast_400m_m2_062	2.53	29.15	6.89	22.29	31.91	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.49	15.70	42.25	0.00	0.00	0.27	0.00	0.00	0.01	0.01	0.00
K_DeepCast_250m_m2_102	4.14	29.00	11.50	19.25	35.85	0.02	0.06	0.02	0.01	0.04	0.01	0.03	0.02	2.10	20.82	21.67	0.01	0.03	0.48	0.02	0.01	0.03	0.02	0.02
M_DeepCast_50m_m2_221	11.26	28.93	16.88	11.60	19.71	1.33	63.10	1.18	0.43	108.34	1.01	99.39	0.62	16.27	12.15	16.36	2.32	99.44	46.13	0.51	0.45	0.36	0.73	0.84
K_DeepCast_1200m_m2_081	1.15	28.81	3.02	4.17	13.68	1.30	0.83	2.03	0.00	0.00	0.00	0.00	0.00	0.46	1.14	13.69	0.12	0.72	0.35	2.41	0.44	1.20	0.89	2.24
K_Offshore_120m_m2_148	24.71	28.08	24.97	24.15	20.75	23.79	94.84	25.22	17.76	81.35	26.88	109.80	19.38	24.34	19.29	21.49	11.62	68.49	33.96	11.06	4.41	9.14	9.97	8.17
M_surface_10_m2_119	18.22	27.73	25.92	22.74	17.95	44.34	17.77	69.91	62.56	4.10	50.09	7.38	74.62	39.91	21.15	19.63	41.02	16.87	13.17	65.76	10.65	35.30	25.89	27.63
K_DeepCast_35m_m1_288	17.05	27.18	23.50	21.61	17.07	46.75	16.79	66.44	42.21	0.50	34.21	1.61	45.94	45.39	22.51	22.14	49.33	17.50	13.48	74.49	17.46	42.78	34.60	43.45
K_DeepCast_250m_m2_143	2.30	26.99	6.34	24.40	29.68	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.44	24.69	40.30	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00
K_DeepCast_100m_m2_316	63.68	26.33	43.51	44.53	40.31	0.05	0.99	0.06	0.04	1.76	0.04	0.06	0.05	10.42	41.87	43.83	0.03	0.15	29.04	0.06	0.02	0.04	0.03	0.03
K_DeepCast_250m_m2_061	30.11	26.18	29.90	29.40	28.82	0.01	0.07	0.00	0.00	0.03	0.00	0.02	0.01	7.38	45.87	28.91	0.01	0.02	2.03	0.01	0.01	0.03	0.01	0.01
M_DeepCast_100m_m1_317	34.37	25.74	25.85	28.15	17.10	69.84	26.01	63.10	55.73	4.05	60.12	2.86	50.74	44.84	34.59	36.72	38.45	17.45	16.16	42.32	24.62	38.27	50.65	49.91
K_Offshore_120m_m1_194	22.66	25.01	21.34	24.41	17.74	36.57	26.23	41.88	19.95	32.58	28.23	46.23	21.55	27.03	14.78	23.50	26.60	28.63	14.42	33.82	26.04	26.91	40.19	42.66
M_DeepCast_400m_m2_130	4.44	24.75	9.35	17.57	28.87	0.01	0.05	0.01	0.01	0.04	0.01	0.04	0.01	1.42	16.61	36.23	0.01	0.03	0.79	0.02	0.03	0.07	0.02	0.03
M_DeepCast_65m_mx_068	51.68	24.73	27.21	27.29	29.51	6.71	14.12	7.45	3.92	10.67	5.97	6.20	5.11	19.77	31.18	30.67	3.92	6.88	157.55	6.19	5.21	5.73	6.03	7.60
K_DeepCast_100m_m2_189	16.08	24.52	18.46	26.77	28.38	0.00	0.03	0.00	0.00	0.03	0.00	0.00	0.01	4.32	30.37	31.83	0.01	0.01	0.95	0.02	0.01	0.04	0.01	0.00
K_Offshore_80m_m2_222	24.29	24.50	20.80	21.25	16.72	36.88	40.21	42.71	19.32	79.28	27.66	106.86	20.19	40.31	31.97	36.32	31.02	47.78	22.40	27.85	12.92	17.79	33.18	23.55
K_DeepCast_250m_m1_199	109.34	24.39	90.42	39.95	29.49	0.02	0.19	0.00	0.00	0.02	0.00	0.01	0.00	30.25	92.57	22.17	0.00	0.01	3.87	0.01	0.01	0.02	0.00	0.01
