MAG	KigC100	KigC1200	KigC150	KigC250	KigC300	KigCa35	KigCa65	KigCas0	KigOff0	KigOff120	KigOff40	KigOff80	KigOffSurface	MahC100	MahC200	MahC400	MahCa10	MahCa50	MahCa65	Mahsurface_10	Mahsurface_6	Mahsurface_7	Mahsurface_8	Mahsurface_9
K_Offshore_120m_m2_041	3.38	2.50	2.52	1.81	1.97	0.90	8.30	1.09	0.95	13.82	1.22	7.74	0.95	2.41	2.49	2.39	0.70	7.23	6.23	0.62	0.32	0.56	0.74	0.41
K_DeepCast_150m_m2_086	13.50	2.50	9.77	2.70	3.61	0.00	0.04	0.00	0.00	0.03	0.00	0.00	0.00	4.61	5.48	2.81	0.00	0.01	0.78	0.00	0.00	0.00	0.00	0.00
K_DeepCast_35m_m2_327	3.27	2.50	2.29	2.93	1.93	8.12	2.27	6.24	0.34	0.02	0.39	0.04	0.57	0.05	0.04	0.06	0.05	0.02	0.04	0.06	0.03	0.05	0.04	0.04
K_Offshore_40m_m1_292	3.54	2.46	2.60	2.33	1.89	5.26	2.06	7.70	8.57	0.43	9.48	0.65	8.75	4.09	2.34	2.57	4.07	1.68	1.80	6.15	2.43	5.15	7.17	3.99
M_DeepCast_65m_m2_181	4.33	2.44	2.61	1.80	2.13	0.06	10.69	0.05	0.05	16.56	0.06	13.13	0.03	3.97	4.84	3.73	0.18	10.31	25.38	0.03	0.03	0.05	0.05	0.02
M_DeepCast_50m_m2_207	0.40	2.42	1.21	0.66	1.51	0.02	4.26	0.01	0.00	4.67	0.01	2.27	0.00	1.13	0.90	0.99	0.12	7.47	2.29	0.00	0.01	0.01	0.01	0.00
M_DeepCast_65m_m2_256	2.80	2.37	2.50	1.21	1.75	0.24	5.00	0.24	0.23	6.48	0.28	6.21	0.30	2.04	1.35	1.87	0.25	9.06	9.13	0.16	0.07	0.13	0.19	0.15
M_DeepCast_65m_m2_126	13.36	2.34	3.46	1.14	2.08	0.01	5.24	0.01	0.01	6.12	0.01	0.35	0.01	8.08	4.96	3.81	0.01	0.23	74.64	0.03	0.02	0.08	0.02	0.02
K_DeepCast_150m_m2_305	9.27	2.34	11.08	2.17	2.85	0.00	0.05	0.00	0.00	0.02	0.00	0.01	0.00	1.79	2.46	1.51	0.00	0.01	0.66	0.00	0.00	0.00	0.00	0.00
K_DeepCast_150m_m2_048	7.82	2.32	8.20	3.27	3.12	0.00	0.02	0.00	0.00	0.01	0.00	0.00	0.00	2.39	9.77	2.77	0.00	0.00	0.30	0.00	0.00	0.00	0.00	0.00
M_DeepCast_400m_m1_331	2.07	2.30	1.94	5.19	4.26	0.00	0.01	0.01	0.01	0.01	0.01	0.01	0.00	0.21	4.30	10.64	0.00	0.01	0.04	0.00	0.00	0.01	0.00	0.00
K_DeepCast_65m_m2_238	1.35	2.26	1.12	0.91	1.22	0.04	10.52	0.01	0.01	10.55	0.03	4.51	0.02	1.53	0.83	1.58	0.10	10.27	5.81	0.02	0.04	0.01	0.02	0.04
M_DeepCast_50m_m2_049	2.01	2.24	1.84	1.23	1.46	0.56	6.31	0.49	0.17	10.41	0.42	6.39	0.34	2.43	1.60	1.95	0.47	12.96	4.34	0.55	0.61	0.55	0.58	0.83
K_Offshore_40m_m1_054	2.42	2.24	1.68	2.21	1.59	5.89	1.77	5.69	4.25	0.26	11.06	0.27	7.75	1.95	0.87	1.44	2.18	0.83	0.74	3.18	1.34	2.57	2.93	1.71
K_Offshore_40m_m2_131	2.98	2.13	1.86	2.52	1.74	8.40	1.81	5.15	4.11	0.23	11.25	0.49	10.39	3.25	1.25	1.98	3.25	1.41	0.88	4.75	5.37	2.67	5.70	6.99
M_surface_7_m2_040	1.44	2.12	1.94	1.70	1.37	3.58	1.36	5.73	4.36	0.08	3.80	0.22	4.78	2.67	1.22	1.45	2.91	1.06	0.87	4.69	0.88	3.32	2.70	2.04
K_DeepCast_100m_mx_210	10.66	2.12	5.36	4.38	4.31	0.00	0.02	0.00	0.00	0.01	0.00	0.00	0.00	1.68	5.52	3.35	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00
K_Offshore_surface_m1_220	2.13	2.10	2.06	2.07	1.23	5.60	1.50	5.16	7.13	0.12	6.22	0.22	9.59	4.11	2.18	2.20	3.31	1.79	1.28	3.81	2.46	4.31	4.86	2.91
K_Offshore_80m_m2_097	0.94	2.10	1.44	0.93	1.20	0.18	5.34	0.11	0.17	71.20	0.85	44.40	0.45	2.16	1.74	2.17	0.34	14.25	2.79	0.09	0.40	0.08	0.18	0.45
M_DeepCast_50m_m2_194	2.93	2.09	1.62	0.95	1.22	0.05	5.97	0.04	0.01	6.58	0.03	2.55	0.02	2.11	1.11	1.42	0.08	7.90	4.92	0.02	0.02	0.01	0.02	0.03
K_Offshore_40m_m1_063	2.14	2.03	1.24	1.62	1.58	4.92	1.46	4.89	4.22	0.62	12.36	0.72	10.32	0.82	0.42	0.61	0.77	0.38	0.26	0.91	2.33	0.79	1.09	1.02
K_DeepCast_100m_m2_307	17.39	2.01	5.50	2.91	3.54	0.02	0.08	0.02	0.02	0.09	0.02	0.05	0.03	4.27	6.94	3.98	0.02	0.05	4.26	0.04	0.04	0.15	0.03	0.03
K_DeepCast_65m_m1_217	0.77	1.95	0.94	0.73	1.14	0.12	7.11	0.04	0.01	5.93	0.04	6.93	0.02	1.07	0.79	1.06	0.15	5.19	3.12	0.01	0.02	0.02	0.02	0.01
M_DeepCast_65m_m1_282	21.90	1.91	3.94	1.92	3.03	0.00	0.04	0.00	0.00	0.03	0.00	0.00	0.00	5.88	3.21	2.37	0.00	0.01	42.40	0.00	0.00	0.00	0.00	0.00
K_Offshore_80m_m2_049	1.08	1.90	1.28	1.07	1.48	0.75	3.22	1.05	0.27	6.54	0.41	11.36	0.28	1.37	1.10	1.45	0.65	4.19	2.37	0.26	0.18	0.23	0.42	0.27
M_DeepCast_400m_m2_044	1.17	1.88	1.37	1.87	1.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	2.02	2.26	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00
M_DeepCast_50m_m2_029	1.97	1.87	1.25	0.78	1.27	0.18	7.36	0.10	0.07	5.46	0.12	2.79	0.16	2.12	1.26	1.42	0.14	9.00	3.50	0.10	0.14	0.06	0.16	0.12
M_DeepCast_65m_m2_011	14.02	1.83	3.68	1.56	2.33	0.02	0.21	0.01	0.01	0.20	0.01	0.07	0.02	3.27	2.64	1.49	0.02	0.07	37.36	0.01	0.01	0.02	0.01	0.01
K_DeepCast_100m_m1_326	23.50	1.82	6.32	1.77	2.74	0.02	0.12	0.01	0.02	0.08	0.02	0.05	0.02	2.89	2.49	1.48	0.01	0.04	1.14	0.01	0.02	0.03	0.01	0.02
M_DeepCast_65m_m2_041	5.87	1.77	3.83	0.87	1.97	0.02	0.87	0.02	0.02	0.89	0.02	0.13	0.02	2.39	2.42	0.87	0.01	0.12	9.31	0.02	0.01	0.02	0.02	0.01
K_Offshore_80m_m2_048	0.98	1.76	1.14	0.78	1.17	0.30	3.41	0.25	0.06	6.75	0.11	8.51	0.09	1.50	1.43	1.45	0.55	5.47	2.65	0.15	0.10	0.11	0.18	0.17
K_DeepCast_65m_m1_015	1.46	1.75	1.52	1.00	1.22	0.18	7.64	0.03	0.01	3.91	0.12	2.85	0.10	1.02	1.27	1.06	0.09	5.82	2.10	0.03	0.05	0.14	0.04	0.07
M_DeepCast_65m_m1_265	12.45	1.74	3.29	1.77	2.27	0.14	0.83	0.24	0.13	1.08	0.15	0.08	0.15	1.93	1.47	1.22	0.13	0.16	13.52	0.19	0.09	0.12	0.12	0.13
K_DeepCast_100m_mx_218	24.55	1.73	6.35	2.17	2.75	0.02	0.19	0.01	0.03	0.79	0.03	0.19	0.27	7.01	6.63	3.00	0.66	0.78	7.74	0.45	0.08	0.14	0.04	0.14
K_Offshore_surface_mx_080	3.65	1.66	5.02	6.19	2.18	2.88	2.92	11.86	0.73	0.82	1.62	1.79	13.79	2.56	2.07	5.62	11.46	2.91	1.26	12.52	1.35	7.50	14.98	1.71
M_surface_10_m2_100	2.54	1.64	2.13	2.88	1.71	3.96	2.92	13.16	0.70	1.90	1.94	2.25	17.58	8.11	3.69	20.86	23.66	11.05	4.36	35.20	2.46	8.92	13.72	1.60
K_Offshore_40m_m1_004	2.99	1.63	1.95	2.47	1.44	5.28	1.97	5.62	13.13	0.18	24.03	0.24	22.70	2.39	1.31	1.91	2.51	1.05	0.86	6.10	8.88	6.78	6.79	11.13
K_Offshore_80m_m1_225	0.86	1.63	1.11	1.07	1.32	0.92	2.04	1.08	0.27	9.52	0.49	17.32	0.35	1.10	0.94	1.45	0.75	2.28	1.30	0.28	0.21	0.25	0.43	0.27
K_DeepCast_100m_m2_324	25.06	1.59	6.75	2.10	2.71	0.01	0.05	0.00	0.00	0.01	0.01	0.01	0.00	3.98	2.72	1.77	0.00	0.01	0.57	0.00	0.00	0.01	0.00	0.00
M_DeepCast_65m_m2_186	4.10	1.57	1.70	0.77	1.36	0.15	2.45	0.16	0.10	3.37	0.13	1.86	0.12	1.84	1.18	1.26	0.14	2.36	12.04	0.08	0.07	0.07	0.10	0.07
K_Offshore_80m_m2_020	0.90	1.55	1.00	0.65	1.04	0.11	4.16	0.07	0.02	7.59	0.08	13.91	0.03	0.73	0.67	0.88	0.12	3.89	2.55	0.03	0.04	0.05	0.04	0.02
K_DeepCast_150m_m2_259	8.41	1.55	9.17	2.74	2.09	0.01	0.01	0.01	0.00	0.00	0.01	0.00	0.01	2.32	7.43	2.25	0.00	0.00	0.31	0.01	0.02	0.02	0.01	0.02
M_DeepCast_65m_m2_129	3.50	1.54	1.05	0.68	1.42	0.14	1.81	0.19	0.07	2.34	0.07	1.06	0.07	1.86	0.97	1.27	0.13	0.96	15.74	0.10	0.09	0.13	0.13	0.09
M_DeepCast_65m_m2_156	13.69	1.52	3.25	0.95	1.72	0.00	0.07	0.00	0.00	0.23	0.00	0.02	0.01	4.76	3.37	1.30	0.00	0.01	10.84	0.02	0.03	0.06	0.02	0.01
K_DeepCast_100m_m2_241	13.01	1.51	4.42	1.32	1.84	0.01	0.02	0.01	0.00	0.06	0.01	0.01	0.02	4.28	3.18	1.43	0.00	0.01	0.13	0.05	0.23	0.08	0.07	0.06
M_DeepCast_200m_m2_133	1.28	1.49	3.78	3.89	3.23	0.02	0.06	0.01	0.01	0.05	0.01	0.03	0.01	0.26	10.10	2.45	0.01	0.04	0.07	0.01	0.01	0.02	0.01	0.01
M_DeepCast_65m_m1_022	5.54	1.46	3.20	0.69	1.67	0.01	0.80	0.01	0.01	0.81	0.00	0.16	0.01	2.06	1.87	0.70	0.00	0.13	7.69	0.01	0.01	0.01	0.01	0.00
K_Offshore_80m_m2_101	1.08	1.46	1.19	1.23	1.04	1.93	1.37	2.36	2.52	4.71	3.70	10.59	2.45	2.43	1.45	2.21	2.40	2.35	1.31	1.18	1.05	0.72	1.97	2.28
K_Offshore_40m_m1_238	0.89	1.45	0.92	1.01	1.06	1.54	1.09	2.15	11.94	1.33	14.13	1.29	11.40	1.28	0.77	1.43	1.15	1.30	0.87	2.05	1.63	1.36	1.58	1.03
K_DeepCast_100m_m2_162	20.78	1.35	7.13	2.69	2.66	0.01	0.02	0.00	0.00	0.01	0.01	0.00	0.00	4.47	7.80	2.00	0.00	0.01	0.93	0.01	0.01	0.01	0.01	0.01
K_Offshore_80m_m2_058	0.67	1.34	0.76	0.55	0.96	0.09	4.19	0.01	0.01	10.57	0.04	11.61	0.01	1.11	1.11	1.07	0.23	4.00	1.29	0.00	0.00	0.01	0.01	0.00
K_DeepCast_100m_m2_289	14.77	1.33	5.12	1.60	1.50	0.01	0.07	0.01	0.01	0.08	0.01	0.07	0.01	3.59	3.81	1.76	0.01	0.05	2.25	0.01	0.01	0.02	0.01	0.01
K_Offshore_80m_m2_117	0.88	1.29	0.99	0.77	1.23	0.38	3.42	0.18	0.04	11.86	0.17	27.08	0.04	0.95	0.92	1.07	0.39	2.95	1.48	0.08	0.05	0.07	0.10	0.06
M_DeepCast_50m_m1_090	1.54	1.28	0.89	0.66	0.80	0.07	6.59	0.04	0.01	3.17	0.04	0.63	0.05	1.46	1.02	1.35	0.06	10.30	3.54	0.03	0.05	0.02	0.05	0.04
K_DeepCast_100m_m2_315	11.58	1.28	2.57	1.35	1.98	0.09	0.23	0.10	0.08	0.34	0.09	0.25	0.10	1.97	1.42	1.07	0.08	0.16	5.23	0.14	0.18	0.35	0.16	0.10
M_DeepCast_65m_m1_287	6.17	1.22	1.29	0.92	1.64	0.02	0.84	0.01	0.01	0.67	0.02	0.10	0.02	2.32	2.09	1.59	0.02	0.22	20.90	0.05	0.06	0.21	0.05	0.02
K_Offshore_80m_m2_081	0.68	1.22	0.84	0.73	1.11	0.65	1.11	0.77	0.25	2.96	0.30	8.48	0.24	0.90	0.70	0.97	0.63	1.42	0.95	0.33	0.23	0.34	0.42	0.30
K_Offshore_80m_m2_084	0.93	1.21	1.09	0.79	0.99	0.05	3.81	0.02	0.01	8.67	0.05	15.89	0.01	0.69	0.84	0.76	0.07	4.18	0.89	0.02	0.02	0.02	0.02	0.02
M_DeepCast_65m_m2_061	1.59	1.19	0.93	0.79	0.91	0.38	2.62	0.38	0.28	2.92	0.35	1.75	0.27	2.49	2.91	2.20	0.29	2.48	42.25	0.23	0.12	0.25	0.27	0.15
M_DeepCast_65m_m2_010	8.42	1.18	2.49	0.85	1.34	0.12	0.60	0.11	0.07	1.10	0.08	0.39	0.08	2.72	1.53	1.02	0.08	0.43	8.34	0.11	0.09	0.21	0.13	0.10
K_Offshore_120m_m1_203	2.68	1.18	1.07	0.78	0.98	0.83	1.08	1.02	0.72	9.97	0.89	1.29	0.99	1.21	1.00	1.29	0.62	1.60	2.51	1.68	1.85	2.26	1.67	0.96
K_Offshore_80m_m2_043	0.93	1.15	0.88	0.74	0.92	0.60	2.05	0.72	0.31	5.79	0.46	11.30	0.35	1.04	0.87	1.08	0.62	2.53	1.89	0.35	0.30	0.43	0.49	0.33
M_DeepCast_65m_m2_243	5.18	1.14	1.24	0.65	1.39	0.09	0.68	0.11	0.06	1.57	0.07	0.45	0.06	2.32	1.15	1.21	0.10	0.32	19.03	0.07	0.05	0.08	0.08	0.07
K_Offshore_80m_m1_181	0.95	1.09	0.80	0.63	0.86	0.31	3.42	0.25	0.11	7.28	0.26	21.31	0.19	0.85	0.80	0.96	0.19	4.51	2.09	0.07	0.09	0.15	0.12	0.08
M_DeepCast_50m_m2_156	0.98	1.09	0.82	0.49	0.56	0.01	2.93	0.00	0.00	5.91	0.01	2.01	0.01	1.90	1.50	1.55	0.09	12.96	5.53	0.01	0.02	0.01	0.01	0.03
M_DeepCast_65m_m1_095	2.30	1.09	1.06	0.43	0.73	0.00	0.53	0.00	0.00	0.39	0.00	0.01	0.00	1.90	0.80	1.07	0.00	0.13	17.42	0.01	0.01	0.02	0.01	0.00
M_DeepCast_50m_m1_063	0.59	1.07	0.65	0.53	0.64	0.16	3.28	0.17	0.09	5.90	0.19	2.41	0.21	1.04	0.67	1.09	0.13	9.80	1.78	0.18	0.28	0.15	0.37	0.19
K_Offshore_80m_m2_197	0.54	1.05	0.84	0.62	0.93	0.33	1.75	0.22	0.13	4.77	0.25	11.97	0.20	0.52	0.48	0.78	0.26	2.35	0.82	0.22	0.23	0.31	0.24	0.24
K_DeepCast_65m_m2_236	0.49	1.05	0.67	0.50	0.48	0.07	7.50	0.05	0.04	2.16	0.05	1.07	0.05	0.76	0.75	0.67	0.07	4.22	2.45	0.04	0.03	0.05	0.04	0.03
K_Offshore_surface_m1_204	1.81	1.03	1.05	1.08	0.82	2.16	2.04	2.17	6.25	1.91	6.76	2.79	7.46	1.29	0.99	1.19	0.92	1.22	0.62	1.02	0.29	0.81	1.09	0.48
M_surface_10_m2_039	20.69	1.00	10.78	0.97	0.74	2.51	0.80	3.00	1.77	159.42	2.16	0.45	82.93	140.87	0.94	3.78	166.43	174.45	0.52	139.00	1.92	2.98	1.92	35.67
M_surface_9_m1_279	2.52	1.00	1.53	1.98	0.86	3.99	1.84	4.06	1.84	0.40	3.03	0.67	3.30	2.76	1.66	2.01	2.83	1.54	1.07	10.82	8.54	7.41	6.66	14.63
K_Offshore_80m_m2_157	0.59	0.96	0.64	0.49	0.77	0.13	1.58	0.09	0.05	4.76	0.15	11.65	0.07	0.55	0.45	0.75	0.13	2.93	1.39	0.04	0.06	0.05	0.06	0.05
M_DeepCast_100m_mx_241	1.12	0.96	0.89	0.98	0.74	2.16	1.02	2.06	1.18	0.93	2.02	1.26	1.77	6.91	6.63	5.62	5.04	3.36	5.08	2.20	1.62	1.81	2.68	1.94
M_surface_10_m1_278	0.92	0.93	0.74	1.01	0.59	1.27	0.73	2.14	2.12	0.14	2.25	0.13	1.52	1.01	0.75	1.12	1.07	0.48	0.51	21.08	2.33	2.16	2.90	2.61
M_DeepCast_65m_mx_140	6.77	0.90	1.14	0.62	1.28	0.00	0.14	0.00	0.00	0.17	0.00	0.00	0.00	2.75	1.12	1.21	0.00	0.01	9.11	0.00	0.01	0.00	0.00	0.00
M_DeepCast_200m_m1_344	1.17	0.89	0.84	0.83	0.75	2.17	0.82	2.39	1.03	0.72	1.28	0.64	1.79	1.64	1.49	1.40	1.09	0.91	0.62	1.68	1.95	1.37	1.67	1.28
M_DeepCast_65m_m1_275	4.48	0.87	1.14	0.49	0.90	0.06	0.77	0.07	0.03	1.26	0.04	0.54	0.03	1.81	0.92	0.78	0.06	0.38	9.05	0.04	0.05	0.06	0.07	0.05
M_surface_10_m2_023	0.95	0.85	0.78	1.12	0.65	1.94	0.82	1.75	0.30	0.16	0.35	0.26	0.28	8.36	5.27	9.00	10.33	4.13	3.75	14.16	4.71	13.15	11.48	12.88
K_Offshore_80m_m2_039	1.45	0.84	0.91	0.46	0.78	0.11	2.53	0.09	0.08	5.13	0.10	9.47	0.07	0.79	1.02	0.66	0.11	2.13	1.56	0.06	0.05	0.08	0.09	0.04
M_DeepCast_65m_m2_091	1.75	0.83	1.05	0.72	0.70	1.30	0.92	1.28	0.63	0.85	1.04	0.73	0.78	1.48	1.19	0.78	0.70	0.60	10.63	0.72	0.89	0.65	0.75	0.54
M_surface_8_m2_110	1.57	0.81	1.14	1.44	0.62	3.29	1.28	2.93	0.14	0.10	0.38	0.06	0.30	2.64	0.88	1.46	2.50	1.35	0.81	3.75	2.19	4.98	5.08	5.80
K_Offshore_surface_m1_032	1.02	0.77	0.78	0.95	0.52	1.64	0.84	1.97	0.90	0.34	1.39	0.50	1.27	1.07	0.51	0.84	1.15	0.67	0.43	1.42	1.04	1.16	1.84	1.84
K_Offshore_120m_m2_200	0.90	0.74	0.58	0.41	0.54	0.21	4.65	0.13	0.14	17.29	0.14	5.74	0.16	0.62	0.53	0.47	0.18	1.57	2.21	0.07	0.04	0.06	0.06	0.05
M_DeepCast_65m_mx_036	3.62	0.73	1.58	0.46	0.94	0.01	0.43	0.01	0.00	0.42	0.00	0.07	0.01	1.16	1.10	0.46	0.00	0.08	4.90	0.01	0.01	0.01	0.01	0.01
K_Offshore_80m_m2_183	0.48	0.71	0.51	0.55	0.69	0.43	1.06	0.28	0.08	6.49	0.27	15.70	0.12	0.43	0.42	0.70	0.28	1.44	0.88	0.08	0.10	0.09	0.13	0.12
M_DeepCast_65m_m2_071	2.93	0.71	0.79	0.48	0.88	0.04	0.60	0.03	0.02	0.35	0.03	0.29	0.03	1.24	0.97	0.91	0.03	0.41	19.32	0.03	0.02	0.05	0.03	0.02
M_surface_6_m2_121	1.54	0.71	0.84	1.03	0.57	2.84	0.90	2.54	1.39	0.51	1.76	0.67	3.72	0.79	0.45	0.42	0.61	0.55	0.24	0.92	11.09	0.71	2.85	2.26
M_surface_9_m2_068	1.03	0.71	0.74	0.89	0.51	1.59	0.79	1.80	0.72	0.54	1.16	0.93	0.85	1.18	0.55	0.90	1.24	0.78	0.53	1.46	1.04	1.18	1.87	2.29
M_surface_6_m1_040	1.35	0.70	0.78	0.86	0.52	2.28	0.65	2.59	2.88	0.76	4.76	0.49	4.97	1.82	0.99	1.17	1.35	0.85	0.40	2.20	8.41	3.35	2.20	5.31
M_surface_9_mx_152	0.85	0.68	0.53	0.58	0.49	1.81	0.42	1.68	0.53	0.14	1.02	0.37	1.11	1.40	0.88	0.91	1.13	0.35	0.21	4.06	6.12	2.32	1.77	9.80
K_Offshore_80m_m1_004	0.59	0.66	0.60	0.54	0.74	0.13	0.58	0.05	0.02	1.68	0.05	8.57	0.01	0.22	0.41	0.39	0.10	0.51	0.27	0.02	0.01	0.01	0.02	0.01
K_Offshore_80m_m2_185	0.38	0.63	0.45	0.39	0.57	0.40	0.45	0.42	0.25	5.16	0.57	22.86	0.34	0.39	0.41	0.45	0.26	0.44	0.37	0.14	0.16	0.15	0.22	0.15
K_Offshore_80m_m2_019	0.54	0.61	0.63	0.49	0.51	0.43	1.86	0.29	0.17	3.74	0.28	11.79	0.22	0.81	0.91	0.80	0.36	2.22	1.00	0.19	0.16	0.19	0.25	0.19
K_Offshore_120m_m2_055	0.47	0.57	0.37	0.27	0.37	0.04	1.64	0.03	0.01	10.76	0.03	3.18	0.03	0.68	0.52	0.56	0.04	3.19	0.93	0.01	0.01	0.01	0.02	0.02
M_surface_9_m2_059	1.15	0.57	0.71	0.86	0.42	2.00	0.88	2.36	0.93	0.11	2.00	0.10	1.80	0.95	0.33	0.43	0.74	0.53	0.29	1.40	2.24	1.62	1.65	4.63
K_Offshore_surface_mx_130	0.74	0.57	0.61	0.64	0.45	1.60	0.56	1.33	4.93	0.54	6.00	0.64	10.14	0.93	0.67	0.71	0.89	0.40	0.33	0.97	0.89	1.44	1.06	1.11
M_surface_9_m2_064	0.88	0.54	0.58	0.74	0.44	1.69	0.67	2.02	0.36	0.11	0.69	0.08	0.65	2.28	0.89	1.21	1.96	0.79	0.61	4.44	2.87	4.69	2.17	9.31
K_Offshore_80m_m2_034	0.49	0.54	0.48	0.48	0.56	0.27	1.04	0.26	0.09	5.73	0.18	16.51	0.13	0.36	0.42	0.48	0.20	1.03	0.48	0.12	0.12	0.11	0.17	0.13
K_Offshore_80m_m2_079	0.68	0.48	0.58	0.50	0.48	0.10	2.12	0.03	0.01	9.38	0.05	22.47	0.01	0.37	0.57	0.46	0.06	1.41	0.54	0.01	0.02	0.01	0.01	0.01
M_DeepCast_65m_m2_204	3.66	0.47	1.04	0.44	0.76	0.01	0.09	0.01	0.01	0.12	0.01	0.09	0.01	1.35	1.07	0.65	0.01	0.08	7.69	0.01	0.01	0.01	0.01	0.01
M_DeepCast_400m_m1_127	0.43	0.41	0.39	0.32	0.30	0.63	0.35	1.13	0.56	0.36	0.80	0.54	1.22	0.55	0.49	0.85	0.58	0.66	0.53	0.84	0.20	0.47	1.05	0.48
M_surface_6_m2_085	0.65	0.38	0.45	0.52	0.23	1.09	0.47	1.18	0.40	0.19	0.66	0.37	0.46	0.69	0.35	0.48	0.66	0.38	0.28	0.74	0.69	0.65	1.07	1.09
K_Offshore_80m_m2_119	0.32	0.35	0.36	0.18	0.43	0.01	0.21	0.02	0.02	10.34	0.08	36.38	0.02	0.06	0.04	0.03	0.03	0.14	0.03	0.04	0.04	0.03	0.04	0.07
M_DeepCast_65m_m2_104	2.42	0.34	0.46	0.34	0.51	0.13	0.26	0.10	0.09	0.65	0.08	0.25	0.08	1.08	0.91	0.79	0.07	0.12	12.72	0.04	0.02	0.05	0.03	0.02
M_surface_10_m2_196	0.37	0.27	0.29	0.30	0.20	0.64	0.30	0.90	1.05	0.01	0.77	0.02	1.14	0.48	0.18	0.25	0.47	0.20	0.17	9.76	0.90	2.16	1.03	1.21
M_surface_10_m1_315	0.38	0.25	0.15	0.17	0.18	0.22	0.17	0.27	0.48	0.41	0.31	0.14	1.43	0.24	0.17	0.30	0.23	0.19	0.16	10.71	0.61	3.95	0.69	0.40
M_surface_9_m1_277	0.25	0.23	0.24	0.22	0.17	0.25	0.65	0.39	0.97	0.26	2.99	0.13	2.25	0.73	0.38	0.64	0.69	1.04	0.54	6.33	2.53	5.10	0.87	9.02
M_DeepCast_65m_m1_011	0.13	0.17	0.11	0.08	0.12	0.03	0.60	0.02	0.01	1.00	0.02	0.15	0.02	0.84	1.07	0.96	0.20	0.45	24.60	0.01	0.03	0.03	0.01	0.01
M_surface_9_m2_177	0.05	0.05	0.04	0.03	0.04	0.09	0.04	0.12	0.02	0.03	0.06	0.03	0.07	4.53	5.01	3.95	4.30	1.43	1.53	5.73	0.82	7.40	0.69	8.79
M_DeepCast_400m_m1_040	0.02	0.04	0.01	0.01	0.03	0.01	0.01	0.02	0.00	0.01	0.00	0.01	0.00	0.10	0.17	11.16	0.01	0.03	0.07	0.01	0.01	0.02	0.02	0.01
M_surface_7_m2_013	0.04	0.03	0.03	0.02	0.03	0.06	0.05	0.07	0.03	0.05	0.05	0.06	0.06	0.06	0.04	0.06	0.04	0.05	0.07	1.30	1.13	10.52	4.27	4.20